Dates,.DJUSBMT,.DJUSNCT,.DJUSCYT,.DJUSHCT,.DJUSINT,.DJUSENT,.DJUSTCT,.DJUSTLT,.DJUSUTT,.DJUSFNT
14/2/2001,183.17,262.87,339.18,381.79,319.16,353.79,799.78,290.16,267.74,535.38
15/2/2001,188.76,263.5,341.17,379.04,327.14,348.03,830.05,289.39,265.32,534.29
16/2/2001,184.43,265.02,337.15,375.9,317.86,352.1,778.11,285.1,267.68,535.59
19/2/2001,184.43,265.02,337.15,375.9,317.86,352.1,778.11,285.1,267.68,535.59
20/2/2001,183.45,266.73,336.36,375.2,316.76,352.14,730.89,281.86,268.26,518.89
21/2/2001,180.81,263.2,327.49,375.84,312.42,349.4,708.93,274.44,267.7,504.29
22/2/2001,182,260.66,324.78,372.11,310.19,347.72,704.27,279.86,267.48,505.42
23/2/2001,179.02,258.71,322.79,371.26,307.21,343.87,707.66,281.55,263,503.64
26/2/2001,186.99,259.7,332.43,379.89,314.99,348.36,713.32,291.53,265.24,514.14
27/2/2001,187,259.54,331.72,378.74,312.21,346.3,676.02,291.45,266.03,517.81
28/2/2001,187.06,259.35,326.61,380.89,307.03,341.68,655.09,283.71,264.32,509.02
1/3/2001,187.31,257.77,322.34,377.71,305.25,344.14,678.95,273.91,264.73,509.12
2/3/2001,190.83,258.58,321.37,378.4,302.86,352.84,652.19,277.75,266.44,510.07
5/3/2001,194.83,258.18,322.5,377.5,306.7,357.19,665.1,275.78,266.94,509.11
6/3/2001,194.5,257.08,328.85,371.99,309.4,358.74,695.11,279.76,266.26,510.71
7/3/2001,199.71,259.51,331.92,363.45,312.01,366.41,700.27,276.1,268.56,520.58
8/3/2001,201.36,264.21,333.44,365.03,312.96,370.85,680.1,279.04,270.57,521.33
9/3/2001,198.15,263.04,328.31,365.2,303.62,369.6,630.09,274.52,267.84,509.66
12/3/2001,191.17,256.84,313.48,351.5,285.75,360.46,590.79,268.07,260.89,486.92
13/3/2001,189.16,255.08,314.23,351.22,290.68,354.87,627.81,272.94,257.77,498.41
14/3/2001,183.6,249.63,309.11,344.49,282.92,350.55,614.54,262.22,253.28,477.75
15/3/2001,181.1,249.47,312.68,345.26,282.59,347.11,602.35,269.26,259.37,489.93
16/3/2001,180.24,248.11,307.18,334.35,273.95,342.09,583.85,264.34,255.03,483.49
19/3/2001,184.44,249.31,310.87,340.69,279.97,346.26,607.95,270.57,255.22,489.23
20/3/2001,184.15,245.97,307.37,334.13,272.69,348.76,574.87,259,254.68,477.06
21/3/2001,179.35,241.74,302.13,322.43,267.16,341.54,579.05,252.1,250.61,463.56
22/3/2001,174.01,239.15,294.45,319.24,263.17,330.9,614.59,251.71,242.67,453.4
23/3/2001,175.38,240.65,299.17,326.99,271.29,332.41,625.33,256.99,244.62,470.03
26/3/2001,178.7,242.94,305.86,334.18,274.82,336.46,612.8,263.66,254.66,477.43
27/3/2001,182.46,247.19,315.16,340.51,280.32,339.74,629.48,275.83,258.38,491.1
28/3/2001,180.43,245.18,309.32,343.44,274.49,332.52,577.58,262.83,257.59,486.73
29/3/2001,178.61,244.27,310.03,345.52,272.32,327.38,562.82,267.1,259.19,484.76
30/3/2001,179.4,246.32,311.82,348.96,275.08,336.72,565.73,267.64,264.14,494.65
2/4/2001,178.57,245.17,306.23,338.55,272.35,327.97,547.02,265.12,264.7,495.88
3/4/2001,175.01,239.08,295.26,331.14,260.86,319.12,508.01,254.42,263.66,481.27
4/4/2001,178.85,241.78,296.44,335.18,261.09,325.21,496.2,255.28,260.68,469.58
5/4/2001,185.11,244.31,308.83,345.17,275,335.7,552.88,266.73,261.42,486.88
6/4/2001,181.08,241.7,306.1,343.68,268.76,337.13,525.11,261.12,252.77,474.76
9/4/2001,184.48,242,305.76,349.38,273.39,343.25,527.18,264.7,259.23,477.18
10/4/2001,192.07,242.61,311.71,348.73,283.42,350.36,569.24,272.89,267.86,488.73
11/4/2001,189.48,238.62,310.37,340.85,280.75,343.4,590.99,269.99,266.15,491.3
12/4/2001,190.36,241.1,312.31,348.22,288.05,345.77,611.22,271.93,265.37,495.56
13/4/2001,190.36,241.1,312.31,348.22,288.05,345.77,611.22,271.93,265.37,495.56
16/4/2001,191.09,242.53,312.55,349.23,286.15,354.48,590.45,272.94,269.1,492.69
17/4/2001,190.17,242.99,315.6,359.04,289.9,357.08,595.28,275.53,274.61,495.61
18/4/2001,196.86,245.89,334.31,357.16,305.06,354.18,656.81,278.44,273.32,515.34
19/4/2001,194.51,246.9,337.76,352.55,308.82,348.08,708.1,279.7,268.99,517.76
20/4/2001,192.46,244.55,334.62,348.43,306.79,351.49,706.01,274.25,267.83,509.47
23/4/2001,191.18,244.16,331,347.39,300.68,361.88,662.75,270.17,272.15,503.46
24/4/2001,191.85,241.75,325.97,342.06,296.97,361.11,645.06,270.18,273.75,501.02
25/4/2001,191.43,247.08,331.96,350.26,303.41,367.04,655.41,277.29,274.35,505.91
26/4/2001,196.42,248.4,335.71,354.18,307.88,373.11,642.13,278.89,278.34,508.96
27/4/2001,196.96,250.3,339.8,360.16,312.34,372.94,659.07,282.26,277.44,519.41
30/4/2001,195.73,248.72,339.55,362.84,310.19,371.61,671.31,279.65,278.54,512.79
1/5/2001,197.03,252.91,347.24,363.52,312.01,370.33,691.55,287.11,277.55,517.45
2/5/2001,198.6,253.36,347.15,361.02,313.42,354.41,711.62,285.37,272.65,520.19
3/5/2001,196.37,251.91,342.79,356.35,308.68,353.03,682.88,279.74,269.47,519.27
4/5/2001,200.67,254.28,346.28,361.87,313.64,360.28,697.68,281.12,272.51,525.31
7/5/2001,197.83,254.22,344.4,363.12,313.88,360.5,690.12,284.38,270.56,521.77
8/5/2001,198.41,253.15,342.93,361.95,313.74,361.23,700.97,279.57,267.42,518.24
9/5/2001,200.02,252.8,341.73,363.07,313.03,367.25,683.2,275.77,271.66,516.69
10/5/2001,202.63,255.02,346.61,358.74,315.62,364.72,672.29,274.95,270.98,517.81
11/5/2001,199.35,253.59,345.47,357.43,312.29,362.02,663.16,274.09,273.04,512.27
14/5/2001,201.4,253.84,345.57,358.42,313.97,368.54,652.65,275.67,275.36,517.09
15/5/2001,202.71,253.43,343.19,358.24,315.63,372.21,652.37,276.04,272.24,520.64
16/5/2001,212.55,260.72,349.75,370.86,326.73,373.89,681.43,282.19,274.01,533.13
17/5/2001,214.89,259.46,354.94,375.96,329.82,375.92,688.08,277.52,273.51,530.6
18/5/2001,213.49,259.19,356.41,373.47,331.83,383.1,690.86,280.26,276.49,529.11
21/5/2001,214.88,258.83,364.35,376.46,337.18,381.89,729.22,280.67,278.66,535.29
22/5/2001,210.98,256.66,364,372.88,335.18,377.97,729.63,278.58,278.62,541.71
23/5/2001,207.7,256.2,357.98,366.21,328.19,370.85,705.51,273.94,279.48,537.96
24/5/2001,202.92,257.76,359.59,367.24,327.82,369.21,715.41,275.07,277.55,540.21
25/5/2001,203.19,255.5,356.58,364.92,322.47,369.04,701.96,273.78,272.18,534.81
28/5/2001,203.19,255.5,356.58,364.92,322.47,369.04,701.96,273.78,272.18,534.81
29/5/2001,205.18,257.72,351.45,368.6,319.79,367.54,669.33,273.22,270.32,534.59
30/5/2001,201.3,255.6,348.46,367.19,314.11,366.87,632.85,267.88,270.28,530.68
31/5/2001,203.73,255.6,350.37,368.53,316.01,368.5,641.31,273.45,273.7,533.59
1/6/2001,204.47,256.44,350.78,373.33,317.37,368.16,652.58,272.58,271.37,532.92
4/6/2001,206.19,256.27,350.18,377.83,319.2,374.95,652.56,272.41,271.67,537.57
5/6/2001,208.52,257.24,353.95,382.52,321.7,375.78,684.5,275.76,266.22,541.56
6/6/2001,206.76,255.35,351.16,379.2,318.68,365.1,680.08,272,262.82,536.52
7/6/2001,207.67,254.98,352.26,380.97,319.68,361.31,702.38,269.69,260.79,535.15
8/6/2001,206.36,253.66,350.68,378.34,315.23,362.69,683.23,269.26,262.68,531.03
11/6/2001,204.01,252.81,348.85,372.65,310.84,363.62,667.36,269.68,266.13,528.5
12/6/2001,202.05,253.73,349.68,371.6,313.43,365.93,665.67,268.33,267.12,527.21
13/6/2001,202.59,252.25,348,371.29,310.06,363.12,644.29,266.5,261.18,524.6
14/6/2001,197.99,249.33,342.76,370.74,306.27,357.08,614.41,262.11,253.48,516.56
15/6/2001,196.82,246.96,339.49,370.88,305.88,358,606.1,257.93,257.19,517.67
18/6/2001,195.87,245.92,338.05,372.32,305.67,354.75,592.79,251.71,255.71,519.06
19/6/2001,196.31,245.44,339.6,374.51,302.96,353.49,593.03,252.31,258.26,523.91
20/6/2001,197.95,248.6,346.78,379.88,306.12,349.29,600.07,253.02,256.75,529.05
21/6/2001,197.64,252.28,351.9,381.08,307.69,343.71,607.71,255.57,249.05,544.75
22/6/2001,194.21,249.84,346.73,368.38,306.38,346.4,604.89,254.03,251.21,540.78
25/6/2001,191.15,249.39,342.88,364.29,302.08,344.72,614.18,251.69,249.48,534.67
26/6/2001,192.6,249.45,340.72,363.49,300.28,346.99,619.16,254.04,251.09,531.06
27/6/2001,194.26,249.44,338.94,360.15,299.33,337.75,622.05,253.21,254.46,530.55
28/6/2001,195.4,252.96,342.76,364.45,302.93,331.41,639.82,258.57,255.48,536.88
29/6/2001,195.97,253.32,344.14,356.97,303.31,334.86,647.12,262.61,256.04,536.27
2/7/2001,198.02,255.24,346.71,360.48,306.71,333.09,651.19,266.64,256.95,540.36
3/7/2001,196.68,254.8,346.04,359.95,305.28,332.98,650.04,266.27,257.25,539.6
4/7/2001,196.68,254.8,346.04,359.95,305.29,332.98,650.04,266.27,257.25,539.6
5/7/2001,197.05,252.59,341.1,355.46,302.88,335.25,627.36,263.97,259.92,536.22
6/7/2001,193.44,249.64,333.09,352.04,295.02,335.02,590.58,260.07,261.38,526.37
9/7/2001,195.59,250.41,333.69,358.53,295.76,330.11,596.83,265.23,263.21,526.98
10/7/2001,194.05,250.05,329.25,355.26,291.79,328.25,573.73,268.24,264.25,516.75
11/7/2001,193.97,252.66,328.47,351.84,287.62,323.91,579.7,271.02,260.63,514.29
12/7/2001,197.67,253.58,338.15,347.16,299.26,322.39,622.71,274.22,258.68,525.16
13/7/2001,198.16,254.36,340.06,351.93,300.65,324.85,624.95,273.6,257.36,529.25
16/7/2001,195.32,254.45,340.16,348.42,296.09,318.74,603.08,275.35,257.74,524.47
17/7/2001,195.81,257.48,342.04,353.8,298.81,317.65,615.03,277.77,256.74,531.42
18/7/2001,199.11,257,336.66,363.18,298.14,315.08,589.58,275.85,254.2,532.58
19/7/2001,200.18,257.35,336.69,363.09,300.59,320.45,605.16,279.49,253.82,527.43
20/7/2001,198.43,257.09,338.28,365.03,300.39,326.76,596.41,275.98,247.52,524.38
23/7/2001,195.13,253.58,331.94,359.64,294.92,324.04,583.48,271.43,240.03,521.02
24/7/2001,189.6,250.91,328.12,353.44,287.89,313.3,575.64,264.21,231.23,516.08
25/7/2001,193.58,254.08,333.46,356.8,289.65,325.2,585.36,272.88,237.87,518.57
26/7/2001,194.89,254.92,337.88,359.01,291.68,330.12,600.72,276.69,243.21,522.62
27/7/2001,192.63,253.14,338.25,360.37,294.62,332.93,601.18,278.84,242.82,525.82
30/7/2001,192.8,253.57,339.24,361.9,292.1,331.89,599.12,277.01,244.55,525.46
31/7/2001,196.4,255.82,340.66,368.34,293.02,327.18,601.63,274.71,243.26,529.31
1/8/2001,195.05,254.72,340.01,365.49,292.31,324.61,620.21,278.45,245.18,532.69
2/8/2001,196.33,255.37,343.75,362.65,291.17,326.58,631.76,274.4,248.43,533.86
3/8/2001,196.22,254.41,341.72,362.41,292.07,322.25,623.9,271.4,248.97,532.93
6/8/2001,194.93,252.52,337.58,360.48,287.22,320.09,613.06,268.88,242.46,528.48
7/8/2001,193.94,253.32,339.14,362.24,290.53,320.83,608.86,268.31,243.12,530.92
8/8/2001,190.94,251.81,335.14,357.45,285.4,314.87,586.1,263.41,237.5,525.94
9/8/2001,190.81,252.82,333.14,358.42,285.77,315.53,585.77,261.99,239.77,524.85
10/8/2001,193.63,254.4,332.74,362.1,288.8,319.01,584.26,266.56,241.02,526.49
13/8/2001,194.11,253.88,330.43,365.34,288.35,318.98,592.04,267.09,238.9,526.79
14/8/2001,195.02,254.02,327.49,365.75,287.09,320.46,583.65,268.1,239.65,526.36
15/8/2001,194.13,254.62,324.77,364.8,285.93,328.09,565.37,262.96,237.16,525.73
16/8/2001,193.82,256.75,325.63,364.4,286.46,326.37,571.03,264.44,237.28,524.34
17/8/2001,193.72,254.59,321.75,362.26,282.02,321.64,548.51,258.87,236.46,517.37
20/8/2001,194.17,256.65,325.66,365.12,284.15,320.42,551.27,262.73,237.39,521.26
21/8/2001,194.28,255.95,320.78,363.85,280.5,319.24,533.23,259.5,237.25,517.64
22/8/2001,194.86,258.1,320.91,367.66,282.79,320.96,544.47,255.67,239.05,519.65
23/8/2001,195.19,259.77,319.76,368.43,282.54,320.7,538.03,253.18,239.57,517.74
24/8/2001,199.53,261.14,327.85,372.23,288.32,324.52,568.73,257.26,240.62,517.59
27/8/2001,199.25,260.65,325.09,370.87,288.52,322.17,570.33,253.63,242.83,512.29
28/8/2001,196.9,258.09,320.59,365.8,283.9,318.15,554.52,251.54,243.62,506.3
29/8/2001,195.63,257.11,315.2,363.01,281.32,318.04,544.29,249.23,242.62,501.89
30/8/2001,193.49,257.25,307.55,360.27,277.47,313.02,519.63,248.32,238.97,498.66
31/8/2001,195.28,257.6,311.28,356.47,280.06,313.42,525.67,249.35,239.04,500.62
3/9/2001,195.28,257.6,311.28,356.47,280.06,313.42,525.67,249.35,239.04,500.62
4/9/2001,197.44,260.54,313.65,361.17,278.56,318.1,510.11,249.99,240.18,498.48
5/9/2001,196.47,262.28,310.49,366.39,279.32,319.37,504.01,248.81,237.16,493.26
6/9/2001,193.67,258.67,301.24,359.7,273.34,319.71,482.61,243.89,236.08,484.09
7/9/2001,187.71,255.42,289.73,351.85,266.15,319.24,480.59,240.61,236.81,474.07
10/9/2001,184.25,255.64,290.41,355.84,265.19,320.14,485.09,248.77,235.08,475.29
11/9/2001,184.25,255.64,290.41,355.84,265.19,320.14,485.09,248.77,235.08,475.29
12/9/2001,184.25,255.64,290.41,355.84,265.19,320.14,485.09,248.77,235.08,475.29
13/9/2001,184.25,255.64,290.41,355.84,265.19,320.14,485.09,248.77,235.08,475.29
14/9/2001,184.25,255.64,290.41,355.84,265.19,320.14,485.09,248.77,235.08,475.29
17/9/2001,167.54,246.49,264.73,351.35,244,311.16,451.58,245.83,230.15,452.29
18/9/2001,168.85,245.09,265.22,346.03,240.31,301.14,443.66,253.88,227.4,451.61
19/9/2001,166.21,241.71,262.53,340.45,234.16,289.13,435.09,257.2,223.17,444.64
20/9/2001,159.4,234.58,252.39,336.34,221.56,282.95,415.12,256.88,224.59,428.19
21/9/2001,156.54,228.44,250.96,327.54,222.05,280.79,400.42,246.11,220.88,421.94
24/9/2001,165.11,234.95,263.88,329.52,237.41,273.84,427.54,254.59,220,442.51
25/9/2001,165.43,236.41,265.32,334.77,238.54,271.18,426.27,263.03,219.12,449.21
26/9/2001,164.33,235.94,262.67,342.03,235.52,267.45,409.33,262.23,210.79,452.58
27/9/2001,166.94,239.17,265.53,353.28,237.92,280.5,401.24,258.56,209.4,460.41
28/9/2001,172.14,241.26,273.03,355.73,245.18,290.46,411.63,263.24,216.23,472.2
1/10/2001,170.81,240.32,270.41,360.18,242.96,286.78,405.66,262.81,217.32,471.16
2/10/2001,172.17,242.36,275.68,363.05,246.43,292.77,406.16,264.88,222.36,477.42
3/10/2001,173.31,243.53,286.01,360.66,252.58,293.74,439.22,263,229.06,485.32
4/10/2001,171.52,241.32,283.36,357.75,252.1,302.2,448.83,261.11,229.26,480.77
5/10/2001,173.64,243.31,283.1,361.52,252.42,303.32,455.8,259.95,230.09,469.36
8/10/2001,169.81,242.19,276.32,358.83,249.67,304.91,462.08,261.94,229.12,458.45
9/10/2001,171.82,242.54,275.19,357.31,248.99,307.54,445.21,262.91,225.41,461.47
10/10/2001,176.35,247.29,282.26,363.87,256.01,318.49,462.1,265.33,227.78,469.21
11/10/2001,182.67,247.19,292.16,362.01,262.72,317.44,490.37,261.67,228.1,475.09
12/10/2001,181.3,243.94,288.21,362.96,260.75,316.53,495.07,258.25,227.85,468.27
15/10/2001,179.98,243.34,287.8,366.93,260.6,310.08,489.38,255.61,226.21,472.2
16/10/2001,181.27,242.96,290.47,367.35,261.19,314.32,498.99,251.71,230.19,478.86
17/10/2001,178.16,240.37,281.31,363.93,254.94,312.12,475.52,249.24,228,474.48
18/10/2001,177.47,241.18,278.96,361.82,253.7,302.77,476.38,245.23,221.82,469.71
19/10/2001,176.38,244.1,282.25,364.53,254.11,306.2,483.4,244.97,224.4,464.93
22/10/2001,181.09,246.9,285.02,372.05,257.03,311.25,496.1,240.37,221.53,475.71
23/10/2001,182.18,246.02,286.54,366.35,256.19,309.24,494.73,234.91,217.93,475.63
24/10/2001,181.57,245.54,283.71,365.47,257.15,304.58,508.09,235.43,211.95,475.41
25/10/2001,182.04,247.28,286.46,367.3,261.76,313.5,523.51,235.13,215.55,481.77
26/10/2001,183.94,248.71,288.37,367.39,265.86,319.91,518.11,237.69,214.13,483.96
29/10/2001,180.88,244.95,280.15,363.84,257.35,318.85,493.56,236.28,213.63,471.71
30/10/2001,178.51,243.92,272.57,359.63,251.55,309.23,482.12,230.54,210.2,467.93
31/10/2001,176.7,243.66,275.63,357.87,252.69,307.55,489.08,229.54,212.16,463.68
1/11/2001,180.49,248.06,280.68,362.2,258.94,312.7,511.92,233.62,212.18,472.2
2/11/2001,182.82,249.61,282.9,361.23,261.9,305.49,512.77,233.02,208.9,475.36
5/11/2001,183.2,251.38,289.02,362.35,266.52,302.64,528.05,234.98,214.11,483.14
6/11/2001,186.02,253.4,293.89,365.38,270.32,302.63,545.4,235.64,214.61,490.29
7/11/2001,186.68,252.08,292.63,362.85,269.6,304.4,546.05,233.37,212.22,492.42
8/11/2001,186.51,249.91,295.13,361.14,271.97,308.06,543.29,235.16,215.63,492.43
9/11/2001,186.89,249.76,296.28,359.36,271.9,314.93,544.39,236.56,216.91,489.84
12/11/2001,184.97,249.73,295.03,359.66,269.23,313.51,550.53,234.12,217.57,489.31
13/11/2001,189.87,252.42,303.41,362.61,275.05,316.84,569.52,235.03,219.38,498.74
14/11/2001,193.27,254.42,309.95,361.17,277.55,301.77,572.81,236.11,215.38,501.24
15/11/2001,195.8,256.04,312.15,362.32,279.4,285.91,572.54,242.63,212.78,499.8
16/11/2001,195.24,255.99,309.1,363.77,278.44,289.96,572.07,242.37,213.36,494.9
19/11/2001,198.52,256.67,315.24,368.7,281.88,289.06,581,243.14,212.04,501.85
20/11/2001,197.57,255.03,311.35,370.79,279.46,299.39,560.11,239.94,213.48,499.22
21/11/2001,196.27,253.17,308.87,374.98,277.12,296.73,557.02,238.35,209.77,496.37
22/11/2001,196.27,253.17,308.87,374.98,277.12,296.73,557.02,238.35,209.77,496.37
23/11/2001,199.48,255.21,312.52,376.65,280.96,301,566.03,239.6,211.14,503.85
26/11/2001,197.89,254.53,315.59,379.53,283.45,295.6,577.86,241.66,209.57,507.85
27/11/2001,197.85,251.33,312.43,376.9,283.12,296.09,575.12,238.08,209.84,506.06
28/11/2001,196.02,249.71,307.99,373.45,277.04,291.94,556.75,235.6,203.6,494.94
29/11/2001,195.7,252.79,308.83,375.93,278.97,295.58,573.42,236.12,204.94,500.09
30/11/2001,197.72,254.68,310.88,376.46,277.38,295.06,572.96,233.47,203.87,495.93
3/12/2001,195.27,253.2,307.57,376.89,272.86,297.91,564.1,235.2,202.5,488.86
4/12/2001,197.11,254.34,312.54,375.64,277.64,303.09,584.52,236.14,205.72,495.08
5/12/2001,203.46,255.9,323.47,376.02,283.92,309.19,616.61,238.84,206.17,503.81
6/12/2001,203.04,254.51,321.84,375.61,284.89,299.85,616.13,240.15,203.82,506.98
7/12/2001,198.85,253.67,317.24,375.21,282.91,302.18,603.92,235.55,207.1,506.36
10/12/2001,195.27,252.46,309,369.75,278.68,297.53,594.27,233.56,203.12,498.8
11/12/2001,196.78,251.46,309.18,364.16,279.17,292.68,597.6,233.02,197.86,500.41
12/12/2001,195.13,253.6,309.27,358.77,279.02,294.32,603.55,232.8,199.33,499.02
13/12/2001,190.53,253.95,306.89,357.08,275.73,289.72,575.06,231.53,200.86,492.22
14/12/2001,190.93,253.88,308.93,358.69,276.91,293.13,579.16,232.34,199.25,490.19
17/12/2001,192.69,254.59,312.44,362.37,280.95,293.63,586,238.51,197.31,494.56
18/12/2001,198.31,256.57,313.71,364.11,285.33,296.41,591.03,236.03,200.92,499.63
19/12/2001,194.76,258.91,314.9,366.16,287.63,304.28,581.83,236.4,206.48,506.72
20/12/2001,193.58,258.67,312.75,367.05,285.98,303.68,559.35,236.81,204.77,504.66
21/12/2001,191.06,259.84,315.71,369.21,288.51,305.55,566.55,236.66,204.72,503.11
24/12/2001,192.67,259.97,315.43,369.58,288.91,309.1,563.56,236.08,206.42,502.81
25/12/2001,192.67,259.97,315.43,369.58,288.91,309.1,563.56,236.08,206.42,502.81
26/12/2001,192.97,261.07,317.47,370.18,289.24,315.18,567.71,236.42,208.17,504.22
27/12/2001,194.07,261.04,320.97,369.83,291.84,316.1,574.13,240.01,210.43,507.38
28/12/2001,195.12,259.52,323.91,370.52,292.52,317.4,575.83,240.55,211.11,511.77
31/12/2001,194.35,258.14,320.45,365.8,289.14,314.14,564.54,237.78,210.91,508.4
1/1/2002,194.35,258.14,320.45,365.8,289.14,314.14,564.54,237.78,210.91,508.4
2/1/2002,194.45,259.25,318.92,364.15,289.79,312.69,580.81,242.45,213.26,506.72
3/1/2002,197.37,258.62,319.61,360.71,290.38,310.78,610.07,245.79,212,509.64
4/1/2002,201.95,257.6,323.6,360.34,293.4,313.11,615.3,244.33,211.14,516.54
7/1/2002,201.24,255.58,324.53,358.21,288.88,313.09,607.86,242.25,212.17,513
8/1/2002,198.14,255.81,323.92,357.78,287.54,311.43,612.92,241.65,209.58,507.01
9/1/2002,196.97,254.8,319.76,357.26,285.77,308.92,611.55,234.82,209.18,509.4
10/1/2002,192.57,254.19,320.39,361.7,285.21,307.52,607.71,236.2,210.16,511.62
11/1/2002,190.87,254.38,316.28,362.78,280.31,300.43,600.17,234.2,208.32,506.79
14/1/2002,184.75,254.56,313.39,362.03,278.4,298.56,591.42,233.02,209.56,502.55
15/1/2002,183.77,256.47,315.27,361.35,278.04,304.06,593.34,233.11,210.25,511.42
16/1/2002,178.8,254.87,310.62,360.38,271.31,297.4,574.34,229.48,210.24,505.75
17/1/2002,180.46,256.97,313.12,359.76,275.22,297.2,590.89,229.62,207.6,510.27
18/1/2002,180.22,256.93,311.46,356.69,274.89,295.45,570.83,226.18,207.18,508.58
21/1/2002,180.22,256.93,311.46,356.69,274.89,295.45,570.83,226.18,207.18,508.58
22/1/2002,180.51,257.37,311.35,360.86,273.71,292.52,548.29,221.12,204.46,507.79
23/1/2002,183.84,257.34,315.12,363.97,273.02,299.86,558.67,225.17,205.28,508.29
24/1/2002,188.49,256.29,315.08,359.39,275.27,303.36,568.74,225.54,205.42,510.39
25/1/2002,192.43,258.38,312.89,357.48,278.57,306.1,568.64,223.24,205.28,512.29
28/1/2002,192.17,260.03,315.32,355.03,277.95,302.69,572.4,224.53,204.71,509.15
29/1/2002,189.12,256.35,308.64,350.99,267.4,293.65,554.07,218.13,201.05,488.53
30/1/2002,190.94,259.06,312.56,354.36,270.78,297.02,563.92,215.8,201.31,493.94
31/1/2002,195.48,262.7,316.14,358.1,274.35,302.02,571.38,219.22,203.64,501.97
1/2/2002,194.2,262.78,312.56,358.88,273.14,302.77,562.91,215.81,204.83,497.22
4/2/2002,191.77,261.19,306.58,351.06,262.76,295.78,547.26,206.07,202.63,482.42
5/2/2002,189.55,261.62,306.5,354.19,261.75,293.52,541.13,201.12,200.34,479.46
6/2/2002,189.83,259.81,304.66,349.64,263.63,296.96,536.02,195.62,197.35,475.27
7/2/2002,189.52,258.62,306.95,346.7,263.87,293.35,522.34,200.94,198.32,477.54
8/2/2002,193.48,259.4,312.72,352.02,266.59,294.96,531.32,206.53,199.05,489.59
11/2/2002,199.77,261.1,318.48,355.08,271.56,299.14,545.68,205.23,200.89,493.92
12/2/2002,198.27,261.62,317.41,358.92,269.59,297.53,538.26,203.97,201.97,491.33
13/2/2002,199.67,264.07,320.03,360.16,271.86,299.55,547.57,204.38,203.13,498.51
14/2/2002,198.47,264.75,320.71,357.71,270.86,301.54,542.43,203,202.36,499.38
15/2/2002,200.93,266.2,315.78,358.26,269.13,301.43,525.44,200.78,200.17,491.17
18/2/2002,200.93,266.2,315.78,358.26,269.13,301.43,525.44,200.78,200.17,491.17
19/2/2002,197.4,263.71,310.38,352.68,264.94,299.24,507.79,197.77,197.79,479.49
20/2/2002,200.35,267.13,315.15,358.95,269.92,299.1,512.42,202.28,197.6,486.37
21/2/2002,200.98,265.26,311.72,356.05,268.65,302.49,487.11,195.97,196.46,479.32
22/2/2002,203.21,269.97,313.03,358.72,271.12,311.4,488.3,199.26,198.64,479.38
25/2/2002,204.2,273.64,318.12,357.38,277.19,315.83,506.09,205.32,198.32,489.85
26/2/2002,205.08,273.62,319.52,357.79,277.07,314.94,503.97,204.94,199.91,491.73
27/2/2002,206.06,272.85,319.24,359.11,278.92,314.81,497.67,205.83,201.4,495.58
28/2/2002,205.93,272.55,319.13,357.4,277.62,315.61,489.33,205.52,201.22,497.34
1/3/2002,208.98,277.16,324.5,362.59,283.96,320.31,518.8,209.45,204.4,503.36
4/3/2002,215.56,277.29,328.81,363.69,293.41,326.09,539.62,209.96,207.98,518.78
5/3/2002,209.88,274.09,323.23,358.04,291.02,326.49,544.07,208.37,210.53,519.33
6/3/2002,213.59,276.25,326.65,364.21,297.42,332.88,547.81,214.05,214.49,527.11
