,DJUSBMT,DJUSNCT,DJUSCYT,DJUSHCT,DJUSINT,DJUSENT,DJUSTCT,DJUSTLT,DJUSUTT,DJUSFNT,gamma_reg,b_weight
2016-01,0.04764870301525738,0.11542069052729363,0.12416020410653872,0.13618095821810255,0.09646022693249405,0.05078629475193367,0.10444924381611949,0.10728500024872237,0.12309773857272706,0.09451093981081116,0.01,0.5
2016-02,0.0425096814950212,0.12007458703307955,0.12494451875237654,0.13246294308718137,0.09297556340116045,0.04600169100900536,0.10133300033928416,0.11948850691043315,0.13053609896917415,0.08967340900328408,0.01,0.5
2016-03,0.047884326411716305,0.11987338934856132,0.12412046634975667,0.13161104165088658,0.0952700066438974,0.040094682714265154,0.10045766615164536,0.12123989053131061,0.13243644259754406,0.08701208760041652,0.01,0.5
2016-04,0.04695086737573272,0.11893001843620535,0.12424335698015469,0.12877897430615184,0.0946626371136339,0.0412937969545237,0.10411883547452686,0.1179446705065518,0.1333786423616018,0.0896982004909174,0.01,0.5
2016-05,0.05037152976812653,0.11713362744951471,0.12207532312095278,0.12924208529933584,0.09503557723526836,0.048462409395395235,0.09770039836530782,0.11644068808308482,0.13089159088037883,0.09264677040263508,0.01,0.5
2016-06,0.05098937259951207,0.11432261511343186,0.12044437023278722,0.12761507526939075,0.09601384694608306,0.04978655447313766,0.10206977463982346,0.11404004249707846,0.12990930483455715,0.09480904339419838,0.01,0.5
2016-07,0.050532878522981904,0.11502518294737508,0.11752424675403698,0.126135455940729,0.0949446700651253,0.05191993136957622,0.10062942172635872,0.11856919599539593,0.131758742859872,0.09296027381854889,0.01,0.5
2016-08,0.05314481989549061,0.11313956023671382,0.11631983434287492,0.12806772413027565,0.09965306396742812,0.046616259185045555,0.09982431687790733,0.12110866620892939,0.1280117729872774,0.09411398216805733,0.01,0.5
2016-09,0.056142483885847264,0.110228995371865,0.11496641946699833,0.12316370987928597,0.10250345237175698,0.054045630281784635,0.10374271122331627,0.11520404164253283,0.1186132816082604,0.10138927426835237,0.01,0.5
2016-10,0.06971660685737494,0.10670848910873307,0.11221825713517321,0.11834858519317709,0.10340912219562332,0.06382200988089155,0.09937352995414231,0.11028468631401643,0.11306430316831834,0.10305441019254971,0.01,0.5
2016-11,0.06981897323100916,0.10745256095563821,0.11250854509339206,0.11451655373367142,0.10341508463930649,0.06227645680117743,0.10132469515019106,0.1069926846092812,0.11608580187619517,0.1056086439101378,0.01,0.5
2016-12,0.0720209982613847,0.10359891719889172,0.11296664750357664,0.11267589374971007,0.1045965399943357,0.06368252651481254,0.10058220244898823,0.10724699276979616,0.11158930457207185,0.11103997698643234,0.01,0.5
2017-01,0.07341850034660916,0.10355448250976998,0.11152405795048549,0.11044182864796465,0.10375846767054103,0.06471592537114322,0.10148738717975753,0.10855771217872519,0.11156916878573314,0.11097246935927063,0.01,0.5
2017-02,0.0722314022198168,0.10556846480168128,0.11216007062151188,0.11113157956410644,0.102443515444059,0.06288058107558471,0.10160360420194323,0.10869491142261403,0.11417743367170546,0.10910843697697724,0.01,0.5
2017-03,0.07362878613958103,0.10560273435636372,0.1114879478241286,0.11364609935133436,0.10292056625220022,0.059282507047808616,0.1007408256210937,0.10707176413799138,0.11629221868704621,0.10932655058245225,0.01,0.5
2017-04,0.07583690950842294,0.10575695150121703,0.11169110118838638,0.11247258084183401,0.10306763274327296,0.06077091793977714,0.10133733486299781,0.1067351934619083,0.11689851548111262,0.10543286247107089,0.01,0.5
2017-05,0.07607451232390866,0.10590048622066257,0.11229811669055079,0.11360179484064327,0.10482437626602575,0.05922174747561373,0.10444636958895637,0.10153027796002558,0.1163348032080607,0.10576751542555257,0.01,0.5
2017-06,0.0805451118504784,0.10545149701025422,0.11018475808076611,0.11022887790501348,0.10583869424891534,0.06379829919712267,0.10884366452434682,0.09406138862158098,0.11378529179041251,0.10726241677110958,0.01,0.5
2017-07,0.0813720630817755,0.10655271765840041,0.1090168754702332,0.11298961907296744,0.10694415147389688,0.062260123098748676,0.10736787410953544,0.0910710630222721,0.1121596398800883,0.11026587313208212,0.01,0.5
2017-08,0.08334050274666314,0.1050542367263696,0.10945548447786797,0.11233054604996243,0.10707561170042426,0.060734993687807645,0.10889653573635825,0.09048728403129075,0.11176438449441554,0.11086042034884044,0.01,0.5
2017-09,0.08358343822362674,0.10473579841942388,0.10696970562317015,0.11402168938822149,0.10757038659390682,0.0565865179420029,0.10926373186122797,0.09067543728768207,0.11680490804673228,0.10978838661400575,0.01,0.5
2017-10,0.08371715595852852,0.10428071250690457,0.10572772736624847,0.1123919334210625,0.10890467674057958,0.06052500253724043,0.1090267908446738,0.09028623662851434,0.11472316609772559,0.11041659789852218,0.01,0.5
2017-11,0.08468907452953442,0.1025124369216598,0.1050246482188159,0.11076815383965745,0.10794182687064065,0.06085047608149087,0.11757877265174159,0.08793239706648157,0.11433807080273795,0.10836414301723987,0.01,0.5
2017-12,0.08395158388613136,0.10065074954691465,0.10488946858939127,0.11019702657290681,0.10661268102693652,0.061788862149717357,0.11602467478180108,0.09045714241080517,0.11667868168164272,0.108749129353753,0.01,0.5
